Surah,Ayah,Tags,Category,Emotion,Context
2,169,"Misguidance, Disbelief, Hypocrisy, Guidance",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
2,170,"Guidance, Misguidance, Revelation, Prophethood, Lessons from history, Disbelief, Faith",Faith (Aqeedah),Sadness,Moral teaching context
2,171,"Disbelief, Misguidance, Guidance, Revelation, Faith",Faith (Aqeedah),Sadness,Spiritual reminder
2,172,"Gratitude, Faith, Worship, Mercy, Guidance",Worship (‘Ibadah),Gratitude,Worship guidance
2,173,"Law, Mercy, Forgiveness, Guidance",Law (Ahkam),"Comfort, Gratitude, Hope",Law-giving context
2,174,"Revelation, Hypocrisy, Punishment, Hell, Accountability, Disbelief, Knowledge, Guidance, Misguidance",Eschatology (Akhirah),Fear,Moral teaching context
2,175,"Misguidance, Guidance, Punishment, Hell, Disbelief, Faith, Mercy, Accountability",Eschatology (Akhirah),Fear,Eschological context
2,176,"Revelation, Guidance, Misguidance, Faith, Disbelief",Faith (Aqeedah),Awe,Spiritual reminder
2,177,"Faith, Prayer, Zakat, Kindness, Patience, Justice, Orphans, Society, Prophethood, Revelation, Heaven, Hell, Accountability, Reward, Mercy, Guidance",Ethics & Morality (Akhlaq),Determination,Moral teaching context
2,178,"Justice, Mercy, Forgiveness, Punishment, Society, Law",Law (Ahkam),Anger at Injustice,Law-giving context
2,179,"Justice, Wisdom, Fear, Guidance",Law (Ahkam),Fear,Law-giving context
2,180,"Inheritance, Family, Justice, Kindness",Law (Ahkam),Determination,Law-giving context
2,181,"Inheritance, Honesty, Justice, Accountability",Law (Ahkam),Fear,Law-giving context
2,182,"Inheritance, Justice, Forgiveness, Mercy",Law (Ahkam),Comfort,Law-giving context
2,183,"Fasting, Guidance, Faith, Patience, Tawheed",Worship (‘Ibadah),Determination,Law-giving context
2,184,"Fasting, Kindness, Patience, Guidance, Mercy",Worship (‘Ibadah),"Gratitude, Comfort, Determination",Worship guidance
2,185,"Fasting, Revelation, Guidance, Gratitude, Mercy, Patience",Worship (‘Ibadah),"Gratitude, Hope, Comfort",Worship guidance
2,186,"Tawheed, Dua, Mercy, Guidance, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Comfort, Love of Allah",Spiritual reminder
2,187,"Fasting, Marriage, Family, Guidance, Mercy, Forgiveness",Worship (‘Ibadah),"Comfort, Gratitude, Hope",Law-giving context
2,188,"Justice, Honesty, Trade, Society, Accountability, Punishment",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
2,189,"Hajj, Guidance, Prayer, Fear",Worship (‘Ibadah),Fear,Worship guidance
2,190,"Justice, Patience, Guidance, Mercy, Power",Law (Ahkam),Determination,Law-giving context
2,191,"Justice, Punishment, Disbelief, Guidance, Misguidance",Law (Ahkam),Determination,Law-giving context
2,192,"Forgiveness, Mercy",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
2,193,"Justice, Power, Guidance, Hypocrisy, Disbelief",Law (Ahkam),Determination,Law-giving context
2,194,"Justice, Fear, Guidance, Power, Mercy",Law (Ahkam),Determination,Law-giving context
2,195,"Zakat, Kindness, Mercy, Reward, Guidance",Ethics & Morality (Akhlaq),Hope,Moral teaching context
2,196,"Hajj, Fasting, Zakat, Fear, Guidance, Punishment, Mercy",Worship (‘Ibadah),"Fear, Determination, Awe",Worship guidance
2,197,"Hajj, Patience, Fear, Guidance, Wisdom",Worship (‘Ibadah),Fear,Worship guidance
2,198,"Hajj, Trade, Gratitude, Guidance, Mercy",Worship (‘Ibadah),Gratitude,Worship guidance
2,199,"Hajj, Forgiveness, Mercy, Dua",Worship (‘Ibadah),Repentance,Worship guidance
2,200,"Hajj, Dua, Gratitude, Faith, Reward, Punishment, Heaven, Hell",Worship (‘Ibadah),Gratitude,Worship guidance
2,201,"Dua, Heaven, Hell, Reward, Punishment, Mercy, Faith, Hope, Fear","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Fear",Worship guidance
2,202,"Reward, Accountability, Mercy, Justice",Eschatology (Akhirah),Hope,Eschological context
2,203,"Hajj, Prayer, Fear, Accountability, Guidance",Worship (‘Ibadah),Fear,Worship guidance
2,204,"Hypocrisy, Misguidance, Society, Faith, Disbelief",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
2,205,"Hypocrisy, Misguidance, Punishment, Justice, Society",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
2,206,"Hell, Punishment, Disbelief, Hypocrisy, Fear, Misguidance",Eschatology (Akhirah),Fear,Moral teaching context
2,207,"Faith, Mercy, Kindness, Patience, Reward",Faith (Aqeedah),Love of Allah,Spiritual reminder
2,208,"Faith, Guidance, Misguidance, Hypocrisy, Mercy",Ethics & Morality (Akhlaq),Determination,Moral teaching context
2,209,"Guidance, Misguidance, Faith, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,210,"Disbelief, Hypocrisy, Resurrection, Accountability, Punishment, Mercy, Power, Guidance, Misguidance",Eschatology (Akhirah),Fear,Eschological context
2,211,"Prophets, Nations, Lessons from history, Punishment, Gratitude, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Fear,Historical story
2,212,"Disbelief, Faith, Heaven, Hell, Resurrection, Accountability, Reward, Punishment, Mercy, Guidance, Misguidance",Eschatology (Akhirah),Fear,Eschological context
2,213,"Prophethood, Revelation, Guidance, Misguidance, Faith, Disbelief, Justice, Mercy, Lessons from history",Faith (Aqeedah),Hope,Historical story
2,214,"Patience, Lessons from history, Prophets, Nations, Heaven, Reward, Punishment, Faith, Hope, Guidance",History & Stories (Qasas al-Anbiya),Hope,Spiritual reminder
2,215,"Zakat, Kindness, Family, Orphans, Society, Neighbors, Mercy, Guidance",Social Relations (Mu‘amalat),Compassion,Daily life context
2,216,"Patience, Guidance, Knowledge, Wisdom, Faith",Ethics & Morality (Akhlaq),Patience,Moral teaching context
2,217,"Disbelief, Hypocrisy, Guidance, Misguidance, Punishment, Hell, Faith, Justice, Patience",Law (Ahkam),Fear,Law-giving context
2,218,"Faith, Mercy, Hope, Forgiveness, Guidance",Faith (Aqeedah),Hope,Spiritual reminder
2,219,"Trade, Society, Guidance, Wisdom, Justice",Law (Ahkam),Guidance,Law-giving context
2,220,"Orphans, Kindness, Justice, Society, Mercy, Wisdom, Power",Social Relations (Mu‘amalat),Compassion,Daily life context
2,221,"Marriage, Faith, Disbelief, Heaven, Hell, Guidance, Misguidance",Law (Ahkam),Fear,Law-giving context
2,222,"Family, Marriage, Prayer, Guidance",Law (Ahkam),Repentance,Law-giving context
2,223,"Marriage, Family, Guidance, Fear, Accountability",Law (Ahkam),Fear,Law-giving context
2,224,"Justice, Kindness, Society, Hypocrisy, Mercy, Guidance",Ethics & Morality (Akhlaq),Fear,Moral teaching context
2,225,"Forgiveness, Mercy, Accountability, Honesty, Faith",Ethics & Morality (Akhlaq),Comfort,Moral teaching context
2,226,"Marriage, Forgiveness, Mercy, Patience",Law (Ahkam),Hope,Law-giving context
2,227,"Marriage, Divine Attributes, Knowledge, Power, Mercy",Law (Ahkam),Awe,Law-giving context
2,228,"Family, Marriage, Justice, Kindness",Law (Ahkam),Determination,Law-giving context
2,229,"Marriage, Justice, Kindness, Family, Law",Law (Ahkam),Determination,Law-giving context
2,230,"Marriage, Family, Justice, Guidance, Knowledge",Law (Ahkam),Determination,Law-giving context
2,231,"Marriage, Kindness, Justice, Family, Guidance, Mercy",Law (Ahkam),"Fear, Gratitude, Awe",Law-giving context
2,232,"Family, Marriage, Justice, Kindness, Guidance",Social Relations (Mu‘amalat),Comfort,Law-giving context
2,233,"Family, Kindness, Justice, Mercy",Law (Ahkam),Comfort,Law-giving context
2,234,"Family, Marriage, Patience, Accountability",Law (Ahkam),Patience,Law-giving context
2,235,"Marriage, Family, Honesty, Forgiveness, Mercy, Guidance",Law (Ahkam),"Fear, Hope, Repentance",Law-giving context
2,236,"Marriage, Family, Justice, Kindness",Law (Ahkam),Comfort,Law-giving context
2,237,"Marriage, Justice, Kindness, Forgiveness, Family",Law (Ahkam),Determination,Law-giving context
2,238,"Prayer, Humility, Guidance",Worship (‘Ibadah),Awe,Worship guidance
2,239,"Prayer, Guidance, Fear, Gratitude",Worship (‘Ibadah),"Fear, Gratitude",Worship guidance
2,240,"Inheritance, Family, Marriage, Justice, Kindness",Law (Ahkam),Comfort,Law-giving context
2,241,"Family, Marriage, Justice, Kindness",Law (Ahkam),Comfort,Law-giving context
2,242,"Revelation, Guidance, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,243,"Lessons from history, Mercy, Gratitude, Resurrection, Power, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,244,"Jihad, Knowledge, Power, Guidance, Faith",Worship (‘Ibadah),Determination,Madani Revelation
2,245,"Tawheed, Mercy, Reward, Dua, Hope, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
2,246,"Prophets, Nations, Lessons from history, Faith, Disbelief, Hypocrisy, Guidance, Accountability",History & Stories (Qasas al-Anbiya),Sadness,Historical story
2,247,"Prophethood, Prophets, Power, Knowledge, Wisdom, Guidance, Justice, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
2,248,"Prophethood, Prophets, Revelation, Guidance, Faith, Lessons from history, Mercy, Knowledge",History & Stories (Qasas al-Anbiya),Hope,Historical story
2,249,"Prophets, Lessons from history, Faith, Patience, Guidance, Power, Mercy",History & Stories (Qasas al-Anbiya),Determination,Historical story
2,250,"Dua, Patience, Prophets, Lessons from history, Faith, Guidance, Hope, Fear","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Fear, Determination, Patience",Historical story
2,251,"Prophets, Lessons from history, Tawheed, Power, Wisdom, Mercy, Guidance, Justice",History & Stories (Qasas al-Anbiya),"Gratitude, Awe, Hope",Historical story
2,252,"Revelation, Prophethood, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,253,"Prophethood, Prophets, Revelation, Guidance, Disbelief, Faith, Mercy, Power, Wisdom",Faith (Aqeedah),Awe,Spiritual reminder
2,254,"Zakat, Accountability, Reward, Punishment, Faith, Disbelief, Heaven, Hell",Eschatology (Akhirah),Fear,Eschological context
2,255,"Tawheed, Divine Attributes, Power, Knowledge, Mercy, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,256,"Tawheed, Faith, Disbelief, Guidance, Misguidance, Justice, Mercy, Knowledge, Power",Faith (Aqeedah),Determination,Madani Revelation
2,257,"Tawheed, Faith, Disbelief, Guidance, Misguidance, Heaven, Hell, Punishment, Reward, Mercy, Power",Faith (Aqeedah),Hope,Spiritual reminder
2,258,"Tawheed, Prophethood, Prophets, Lessons from history, Power, Wisdom, Disbelief, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
2,259,"Resurrection, Power, Tawheed, Lessons from history, Prophets, Knowledge, Divine Attributes & Signs",Eschatology (Akhirah),Awe,Historical story
2,260,"Prophethood, Faith, Resurrection, Knowledge, Power, Wisdom, Dua, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Historical story
2,261,"Zakat, Reward, Mercy, Kindness, Faith, Guidance",Worship (‘Ibadah),Hope,Spiritual reminder
2,262,"Zakat, Kindness, Gratitude, Reward, Mercy, Faith",Ethics & Morality (Akhlaq),Hope,Moral teaching context
2,263,"Kindness, Forgiveness, Mercy, Humility",Ethics & Morality (Akhlaq),Compassion,Moral teaching context
2,264,"Zakat, Kindness, Hypocrisy, Faith, Disbelief, Reward, Punishment, Guidance, Misguidance",Ethics & Morality (Akhlaq),Fear,Moral teaching context
2,265,"Zakat, Kindness, Gratitude, Reward, Mercy, Faith",Ethics & Morality (Akhlaq),Hope,Moral teaching context
2,266,"Heaven, Punishment, Reward, Wisdom, Guidance, Lessons from history",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,267,"Zakat, Gratitude, Honesty, Kindness, Faith",Worship (‘Ibadah),Gratitude,Worship guidance
2,268,"Tawheed, Forgiveness, Mercy, Guidance, Misguidance, Fear, Hope, Power, Knowledge",Faith (Aqeedah),Hope,Spiritual reminder
2,269,"Wisdom, Knowledge, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
2,270,"Zakat, Gratitude, Accountability, Reward, Punishment, Hypocrisy, Faith",Worship (‘Ibadah),Fear,Spiritual reminder
2,271,"Zakat, Kindness, Forgiveness, Mercy, Honesty, Humility",Worship (‘Ibadah),"Gratitude, Hope, Love of Allah",Worship guidance
2,272,"Guidance, Zakat, Reward, Mercy, Faith, Hope",Worship (‘Ibadah),Hope,Worship guidance
2,273,"Zakat, Kindness, Society, Orphans, Justice, Humility, Mercy",Social Relations (Mu‘amalat),Compassion,Law-giving context
2,274,"Zakat, Kindness, Faith, Reward, Hope, Mercy",Worship (‘Ibadah),Hope,Worship guidance
2,275,"Trade, Hell, Punishment, Guidance, Disbelief, Justice, Mercy",Law (Ahkam),Fear,Law-giving context
2,276,"Zakat, Trade, Reward, Punishment, Mercy, Disbelief, Faith",Law (Ahkam),Fear,Law-giving context
2,277,"Faith, Prayer, Zakat, Reward, Heaven, Fear, Hope, Mercy",Eschatology (Akhirah),Hope,Spiritual reminder
2,278,"Trade, Justice, Faith, Fear, Guidance",Law (Ahkam),Fear,Law-giving context
2,279,"Trade, Justice, Punishment, Mercy, Accountability, Guidance",Law (Ahkam),Fear,Law-giving context
2,280,"Trade, Kindness, Forgiveness, Mercy, Justice",Social Relations (Mu‘amalat),Compassion,Law-giving context
2,281,"Accountability, Resurrection, Reward, Punishment, Fear, Justice",Eschatology (Akhirah),Fear,Eschological context
2,282,"Justice, Honesty, Trade, Society, Family, Orphans, Guidance, Knowledge, Wisdom",Law (Ahkam),Determination,Law-giving context
2,283,"Trade, Honesty, Justice, Accountability, Fear",Law (Ahkam),Fear,Law-giving context
2,284,"Tawheed, Accountability, Forgiveness, Power, Mercy, Fear, Hope",Faith (Aqeedah),"Fear, Hope, Awe",Spiritual reminder
2,285,"Faith, Prophethood, Revelation, Prophets, Tawheed, Dua, Forgiveness, Mercy, Guidance",Faith (Aqeedah),"Gratitude, Repentance, Hope, Love of Allah, Awe",Madani Revelation
2,286,"Tawheed, Mercy, Forgiveness, Dua, Accountability, Patience, Guidance, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Fear, Repentance, Awe, Comfort",Madani Revelation
3,1,"Revelation, Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
3,2,"Tawheed, Divine Attributes & Signs",Faith (Aqeedah),Awe,Spiritual reminder
3,3,"Revelation, Prophethood, Guidance, Faith",Faith (Aqeedah),Awe,Makki Revelation
3,4,"Revelation, Prophethood, Guidance, Disbelief, Punishment, Power, Mercy",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
3,5,"Tawheed, Knowledge, Power, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
3,6,"Tawheed, Power, Wisdom, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
3,7,"Revelation, Knowledge, Wisdom, Guidance, Misguidance, Faith, Hypocrisy",Faith (Aqeedah),Awe,Spiritual reminder
3,8,"Dua, Guidance, Mercy, Tawheed, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Fear, Gratitude, Love of Allah",Spiritual reminder
3,9,"Resurrection, Accountability, Tawheed, Dua, Faith",Eschatology (Akhirah),Awe,Eschological context
3,10,"Disbelief, Hell, Punishment, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
3,11,"Lessons from history, Punishment, Disbelief, Prophets, Nations, Power, Mercy",History & Stories (Qasas al-Anbiya),Fear,Historical story
3,12,"Disbelief, Punishment, Hell, Power, Fear",Eschatology (Akhirah),Fear,Eschological context
3,13,"Lessons from history, Faith, Disbelief, Guidance, Power, Wisdom",History & Stories (Qasas al-Anbiya),Awe,Historical story
3,14,"Heaven, Hell, Reward, Punishment, Faith, Disbelief, Guidance, Misguidance",Eschatology (Akhirah),Awe,Spiritual reminder
3,15,"Heaven, Reward, Mercy, Faith, Guidance, Patience, Gratitude",Eschatology (Akhirah),Hope,Spiritual reminder
3,16,"Dua, Faith, Forgiveness, Hell, Mercy, Accountability, Prayer","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Fear, Repentance",Worship guidance
3,17,"Patience, Honesty, Prayer, Zakat, Forgiveness, Dua, Faith",Worship (‘Ibadah),"Repentance, Determination, Hope",Spiritual reminder
3,18,"Tawheed, Knowledge, Justice, Power, Wisdom, Faith",Faith (Aqeedah),Awe,Spiritual reminder
3,19,"Tawheed, Faith, Disbelief, Accountability, Punishment, Knowledge, Guidance, Misguidance",Faith (Aqeedah),Fear,Spiritual reminder
3,20,"Tawheed, Prophethood, Guidance, Disbelief, Faith, Revelation",Faith (Aqeedah),Determination,Madani Revelation
3,21,"Disbelief, Prophethood, Justice, Punishment, Revelation, Hypocrisy, Accountability",Eschatology (Akhirah),Fear,Moral teaching context
3,22,"Punishment, Accountability, Hell, Disbelief, Misguidance, Lessons from history",Eschatology (Akhirah),Fear,Eschological context
3,23,"Justice, Hypocrisy, Revelation, Lessons from history, Disbelief",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
3,24,"Hell, Punishment, Disbelief, Misguidance, Lessons from history",Eschatology (Akhirah),Fear,Eschological context
3,25,"Resurrection, Accountability, Reward, Punishment, Justice, Fear, Hope",Eschatology (Akhirah),Awe,Eschological context
